GENDER,RACE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,AGE_continuous,DRIVING_EXPERIENCE_continuous,OUTCOME
female,majority,none,working class,0.674972869,0,before 2015,0,1,32765,8000,sedan,4,0,0,52,26,1
female,majority,high school,middle class,0.715926537,1,before 2015,0,1,10238,11000,sedan,1,0,1,61,22,0
female,majority,university,upper class,0.827516651,0,before 2015,0,1,10238,,sedan,3,1,3,75,40,0
male,majority,high school,poverty,0.428461996,1,before 2015,0,0,10238,12000,sedan,0,0,1,35,14,0
female,majority,university,upper class,0.782537111,1,before 2015,1,1,10238,16000,sedan,0,0,1,70,19,0
male,majority,university,upper class,0.759224606,1,before 2015,1,1,32765,10000,sedan,8,2,1,44,27,1
male,minority,high school,poverty,0.343087377,0,before 2015,0,0,92101,17000,sedan,0,0,0,16,5,1
female,majority,high school,upper class,0.52775111,1,after 2015,1,1,32765,13000,sedan,0,0,0,68,13,0
male,majority,high school,working class,0.369950404,0,before 2015,0,1,10238,13000,sedan,3,0,0,30,19,1
male,majority,university,upper class,0.564719467,0,before 2015,1,0,10238,9000,sports car,2,1,0,45,16,0
female,majority,high school,poverty,,1,before 2015,0,1,10238,14000,sedan,0,0,0,35,6,0
female,majority,university,upper class,0.71638403,0,after 2015,1,1,10238,11000,sedan,0,0,0,71,7,0
male,minority,university,working class,0.434116007,0,before 2015,0,0,10238,11000,sedan,4,1,4,28,11,0
male,majority,high school,working class,,0,before 2015,1,1,10238,10000,sedan,2,0,1,26,17,1
female,majority,none,middle class,0.554926066,1,after 2015,0,1,92101,15000,sedan,0,0,0,31,4,0
male,majority,university,upper class,0.535139783,1,before 2015,1,0,10238,12000,sedan,0,0,4,45,20,0
female,majority,university,working class,0.313125335,0,before 2015,0,0,32765,14000,sedan,4,1,0,29,14,1
female,majority,high school,poverty,0.344342787,1,before 2015,0,0,10238,17000,sedan,0,0,0,16,5,1
male,majority,high school,upper class,,1,after 2015,0,1,10238,13000,sedan,4,2,4,66,34,0
female,majority,none,upper class,0.626983533,1,before 2015,0,0,32765,19000,sedan,5,3,0,76,38,1
male,majority,university,upper class,0.657096411,1,before 2015,1,1,10238,13000,sedan,6,1,4,65,30,0
female,majority,high school,working class,0.512563072,1,before 2015,0,0,32765,12000,sedan,0,0,0,18,6,1
male,majority,university,upper class,,0,before 2015,1,1,10238,11000,sedan,2,0,3,53,22,0
male,majority,university,upper class,0.83820504,1,after 2015,1,1,10238,10000,sedan,1,0,3,52,15,0
male,majority,university,upper class,0.796174846,1,before 2015,1,1,32765,,sedan,10,2,1,76,40,0
female,majority,university,upper class,0.620586695,1,before 2015,1,1,10238,12000,sedan,0,0,0,79,8,0
male,majority,university,upper class,0.403399245,1,after 2015,0,1,10238,15000,sedan,2,1,3,64,26,0
male,majority,university,upper class,0.613117459,1,before 2015,0,0,21217,12000,sports car,1,0,0,35,14,1
female,majority,high school,upper class,0.62521725,0,after 2015,1,1,32765,9000,sedan,6,1,1,80,40,0
male,majority,university,upper class,0.547364251,0,after 2015,0,0,10238,15000,sedan,0,0,0,22,6,1
male,majority,high school,upper class,0.696049057,1,after 2015,1,1,10238,,sedan,3,0,1,32,11,0
male,majority,university,upper class,0.550911617,1,after 2015,1,1,10238,10000,sedan,0,0,0,29,2,0
female,minority,high school,working class,,0,before 2015,0,1,32765,11000,sedan,0,0,0,39,19,1
female,majority,university,upper class,0.517190356,1,before 2015,1,1,10238,9000,sedan,2,0,0,61,13,0
male,majority,university,upper class,0.636682818,0,after 2015,1,1,32765,10000,sedan,0,0,0,32,5,1
female,majority,none,poverty,0.351225588,0,before 2015,0,1,10238,14000,sedan,0,0,0,18,1,1
male,majority,university,working class,0.446678846,0,before 2015,1,1,32765,5000,sedan,6,0,1,38,12,0
female,majority,high school,working class,0.364535661,0,before 2015,0,0,10238,,sedan,0,0,1,31,13,1
male,majority,university,working class,0.54578764,1,before 2015,1,1,32765,8000,sedan,0,0,0,34,8,1
female,minority,university,upper class,0.694622339,1,before 2015,1,1,10238,9000,sedan,4,2,1,57,25,0
female,majority,none,poverty,0.487072367,0,before 2015,0,0,10238,14000,sports car,0,0,0,19,6,1
female,majority,high school,working class,0.334101504,0,before 2015,0,1,10238,15000,sedan,0,0,0,24,7,1
male,majority,university,upper class,0.636545204,1,after 2015,0,1,10238,13000,sedan,2,0,2,61,24,0
male,majority,high school,middle class,0.519705584,1,before 2015,0,0,10238,13000,sedan,0,0,0,34,9,1
female,majority,high school,middle class,,1,before 2015,1,1,10238,14000,sedan,0,0,1,62,12,0
female,majority,none,poverty,0.539101838,1,before 2015,0,1,92101,9000,sedan,0,0,0,16,5,1
male,majority,high school,upper class,0.542336243,1,before 2015,1,1,10238,10000,sedan,3,0,5,41,22,0
female,majority,university,upper class,0.616376422,1,before 2015,1,1,10238,8000,sedan,0,0,2,26,16,0
male,majority,high school,middle class,0.491675067,0,before 2015,1,1,10238,11000,sedan,2,0,3,76,14,0
male,majority,university,upper class,0.490297205,1,before 2015,1,1,10238,8000,sedan,0,0,0,80,6,1
male,majority,university,middle class,0.700175955,0,before 2015,1,1,10238,8000,sedan,2,0,5,60,21,0
male,majority,none,upper class,0.454373381,1,before 2015,1,1,10238,8000,sedan,6,2,4,65,36,0
female,majority,none,working class,0.544574382,1,before 2015,1,1,32765,11000,sedan,4,1,0,36,18,0
female,majority,university,upper class,0.647382851,1,after 2015,0,1,10238,10000,sedan,1,0,4,74,30,0
female,majority,none,working class,0.200453393,1,before 2015,1,1,92101,13000,sedan,1,0,3,58,22,0
male,majority,university,upper class,0.487901993,1,after 2015,1,1,32765,10000,sedan,0,0,0,31,1,0
female,majority,high school,working class,0.508008345,0,before 2015,1,0,10238,,sedan,1,0,2,36,11,0
male,majority,university,upper class,0.429509699,1,before 2015,1,1,10238,10000,sedan,1,0,4,65,18,0
female,minority,high school,upper class,0.607760458,1,before 2015,0,1,32765,11000,sports car,10,0,1,70,34,0
male,majority,university,working class,0.448213616,1,before 2015,0,0,10238,13000,sports car,0,0,0,19,0,1
male,majority,university,upper class,0.52485414,1,before 2015,0,0,10238,12000,sedan,2,1,3,43,28,0
female,majority,university,upper class,0.728137477,1,before 2015,1,1,32765,9000,sedan,2,0,0,69,10,0
male,majority,high school,upper class,,1,before 2015,1,1,32765,13000,sedan,7,3,0,69,25,0
female,majority,university,middle class,0.566000431,1,before 2015,0,1,32765,11000,sedan,0,0,0,23,3,1
female,majority,university,upper class,0.594861801,1,before 2015,1,1,10238,14000,sedan,1,0,3,70,39,0
female,minority,none,working class,,1,before 2015,0,0,10238,16000,sedan,1,0,1,31,13,0
female,majority,high school,working class,0.423771145,1,after 2015,0,0,32765,13000,sedan,0,0,0,25,5,1
male,majority,university,middle class,0.549743623,0,before 2015,0,1,10238,13000,sports car,1,0,3,47,29,0
female,majority,university,upper class,0.757624002,1,before 2015,1,1,10238,14000,sedan,0,0,0,79,8,0
female,majority,university,upper class,0.725992646,0,before 2015,0,0,32765,16000,sedan,0,0,0,36,10,0
female,majority,high school,upper class,0.660756664,0,before 2015,1,1,10238,9000,sedan,0,0,3,72,31,0
male,majority,university,upper class,,1,before 2015,1,1,10238,12000,sedan,3,0,3,60,10,0
male,majority,high school,working class,0.380872496,0,before 2015,0,1,10238,12000,sedan,2,1,0,61,27,0
female,majority,university,upper class,0.67864036,1,after 2015,0,1,32765,6000,sedan,2,1,2,78,40,0
female,majority,none,poverty,,0,before 2015,0,0,10238,15000,sedan,0,0,0,25,2,1
male,majority,university,upper class,0.670904728,1,before 2015,1,1,10238,10000,sedan,2,1,3,52,27,0
male,majority,high school,poverty,0.221213712,0,before 2015,0,1,10238,11000,sedan,0,0,0,30,19,0
male,majority,high school,upper class,0.65940502,0,before 2015,1,0,10238,13000,sedan,0,0,0,47,0,1
male,minority,high school,upper class,0.672903334,1,after 2015,1,0,32765,13000,sedan,7,1,2,78,36,0
female,majority,university,middle class,0.577044326,1,before 2015,0,0,10238,16000,sedan,0,0,0,35,8,0
male,majority,university,working class,0.380115758,1,before 2015,0,0,10238,17000,sedan,0,0,0,19,8,1
female,majority,university,upper class,,1,before 2015,1,0,10238,11000,sedan,2,0,2,48,27,0
male,minority,high school,middle class,0.496348566,1,before 2015,1,1,32765,9000,sedan,0,0,0,57,5,1
male,majority,high school,middle class,0.426035494,0,before 2015,1,1,10238,10000,sedan,4,0,1,48,24,0
female,majority,university,upper class,0.651221457,1,before 2015,1,1,10238,14000,sedan,4,1,1,70,36,0
female,majority,none,poverty,,0,after 2015,0,1,10238,16000,sedan,0,0,0,28,6,1
female,minority,high school,working class,0.525311111,1,before 2015,0,1,32765,8000,sedan,0,0,0,21,7,1
male,majority,high school,middle class,0.405978029,1,before 2015,0,1,10238,13000,sedan,1,0,5,29,18,0
male,majority,none,poverty,0.310847581,1,before 2015,0,1,10238,,sedan,0,0,0,18,2,1
male,minority,none,middle class,0.451631075,1,before 2015,1,1,10238,,sedan,4,0,3,68,40,0
male,majority,university,upper class,0.732687662,1,after 2015,1,1,32765,11000,sedan,8,1,2,50,23,0
male,majority,university,middle class,0.463721897,1,after 2015,0,0,10238,,sedan,0,0,0,17,0,1
male,majority,university,upper class,,1,before 2015,0,1,10238,12000,sedan,1,0,2,57,27,0
female,majority,university,upper class,0.753968294,1,after 2015,0,1,92101,10000,sedan,1,0,0,49,13,0
male,majority,university,upper class,,1,after 2015,1,1,10238,9000,sedan,8,0,4,75,33,0
female,minority,none,working class,0.459669685,0,before 2015,0,0,10238,15000,sedan,0,0,1,54,27,0
female,majority,high school,upper class,0.579737009,1,after 2015,1,1,10238,8000,sports car,0,0,0,33,0,0
female,majority,high school,middle class,,1,after 2015,1,1,10238,11000,sedan,0,0,0,38,13,0
female,majority,university,upper class,0.631071028,1,before 2015,0,1,10238,14000,sedan,0,0,2,37,13,0
male,majority,high school,middle class,0.450506192,1,after 2015,1,1,10238,11000,sedan,0,0,0,62,2,0
male,majority,university,working class,0.365006933,1,before 2015,1,0,32765,12000,sedan,1,0,0,28,19,1
female,minority,high school,middle class,0.592609684,0,before 2015,1,1,10238,13000,sedan,0,0,0,47,11,0
female,majority,university,middle class,0.583189088,1,after 2015,1,1,32765,9000,sedan,0,0,0,27,1,1
male,majority,high school,poverty,0.420266371,1,before 2015,0,1,10238,14000,sedan,0,0,0,22,1,1
female,majority,high school,upper class,,1,before 2015,1,1,10238,,sedan,1,1,2,72,36,0
male,majority,high school,poverty,0.379871356,1,before 2015,0,0,10238,12000,sedan,0,0,0,24,6,1
female,majority,none,poverty,0.39130251,0,before 2015,0,1,10238,14000,sports car,0,0,0,38,15,0
female,majority,high school,middle class,0.490170063,1,after 2015,1,1,10238,12000,sedan,1,2,7,43,24,0
male,majority,none,poverty,0.319784774,0,before 2015,1,1,10238,11000,sedan,2,0,2,33,18,0
female,majority,none,middle class,0.547246807,1,before 2015,1,1,10238,11000,sedan,0,0,0,59,6,0
male,majority,university,middle class,0.396553199,0,before 2015,1,0,32765,7000,sedan,0,0,0,19,2,1
female,majority,high school,middle class,0.675901419,0,before 2015,0,0,21217,15000,sedan,0,0,0,41,0,1
male,majority,high school,working class,0.314036658,1,before 2015,1,1,10238,13000,sports car,3,1,3,74,23,0
female,majority,university,upper class,0.71824647,0,after 2015,0,1,10238,14000,sedan,0,1,0,55,16,0
male,minority,university,upper class,,1,after 2015,0,0,10238,12000,sedan,1,0,1,34,17,0
female,majority,none,upper class,0.635654978,0,after 2015,1,0,32765,8000,sedan,2,0,0,55,21,0
male,majority,none,working class,0.45052466,1,before 2015,1,1,10238,11000,sports car,1,0,1,34,17,0
male,majority,university,upper class,0.513933421,1,before 2015,1,1,10238,,sedan,2,0,3,79,37,0
male,majority,high school,middle class,0.544175259,0,before 2015,1,1,10238,12000,sports car,0,0,0,41,9,1
male,majority,university,upper class,0.718400743,1,after 2015,1,1,10238,8000,sedan,2,0,1,66,19,0
female,majority,university,upper class,0.4863355,1,after 2015,1,1,10238,,sedan,0,0,1,35,10,0
female,majority,high school,middle class,0.406430495,1,after 2015,0,1,10238,15000,sedan,2,0,1,27,18,0
male,majority,high school,working class,0.422074044,0,before 2015,0,0,10238,15000,sedan,0,0,0,24,9,1
female,majority,none,poverty,0.263921947,0,before 2015,0,0,10238,11000,sedan,0,0,0,26,3,1
male,majority,none,poverty,0.277646423,0,before 2015,1,1,32765,10000,sports car,4,0,4,28,18,0
female,majority,university,upper class,0.538903072,1,before 2015,1,0,32765,6000,sedan,1,0,1,27,15,0
female,majority,none,poverty,0.428543814,0,before 2015,0,1,10238,12000,sedan,0,0,1,39,14,1
female,majority,high school,working class,,1,before 2015,0,1,10238,14000,sedan,0,0,0,16,4,0
male,majority,high school,upper class,0.613904998,1,before 2015,0,1,10238,10000,sedan,0,0,0,29,2,1
female,majority,none,poverty,0.310329331,0,before 2015,0,0,32765,14000,sedan,0,0,0,22,7,1
male,minority,none,middle class,0.533855203,1,before 2015,0,0,32765,18000,sedan,0,0,0,40,17,0
male,majority,high school,poverty,0.52522979,1,before 2015,0,1,10238,12000,sedan,0,0,0,16,9,1
female,majority,university,upper class,0.699771098,1,before 2015,1,1,10238,10000,sedan,0,0,0,33,14,0
female,minority,high school,middle class,0.425348072,0,after 2015,1,1,10238,11000,sedan,0,0,0,25,5,0
female,majority,university,upper class,0.684762299,0,after 2015,1,1,10238,14000,sedan,1,0,2,30,18,0
female,majority,none,poverty,0.409103098,0,before 2015,0,0,10238,18000,sedan,0,0,0,18,4,1
male,minority,none,poverty,0.379717944,1,before 2015,0,0,32765,9000,sedan,2,0,0,32,17,0
female,majority,high school,middle class,0.588301009,1,before 2015,0,1,10238,,sedan,1,2,2,54,26,0
female,majority,university,upper class,,1,before 2015,1,1,92101,9000,sedan,4,0,1,46,24,0
male,majority,high school,upper class,0.682690579,0,after 2015,0,0,10238,15000,sedan,0,0,2,32,18,0
female,majority,none,poverty,0.508966016,1,before 2015,1,1,10238,14000,sedan,0,0,1,57,14,0
male,majority,university,upper class,0.560688844,1,after 2015,1,1,32765,10000,sedan,4,2,0,52,28,0
female,minority,none,working class,0.474794444,0,before 2015,1,1,92101,10000,sedan,0,0,0,48,2,0
female,majority,high school,poverty,,1,before 2015,0,0,10238,11000,sedan,0,0,0,20,1,0
male,majority,high school,upper class,0.58554865,1,before 2015,0,1,10238,12000,sedan,5,0,3,78,30,0
female,majority,high school,poverty,0.303528925,0,before 2015,0,1,10238,12000,sedan,0,0,0,19,4,1
female,minority,high school,upper class,0.708900177,1,after 2015,0,1,10238,11000,sedan,0,0,0,79,6,0
male,majority,university,upper class,0.687021251,1,before 2015,0,1,92101,15000,sedan,2,0,1,52,23,0
female,majority,high school,middle class,0.603075848,1,before 2015,0,1,10238,,sedan,0,0,0,19,7,1
female,majority,university,middle class,0.581428417,0,after 2015,1,1,10238,10000,sedan,0,0,0,41,7,0
female,majority,none,poverty,0.308820458,1,before 2015,0,0,10238,16000,sedan,0,0,0,19,8,1
male,majority,none,poverty,0.388804235,0,before 2015,1,0,10238,13000,sedan,0,0,1,27,12,1
male,majority,none,working class,0.349814332,0,before 2015,0,1,32765,7000,sedan,4,0,0,34,17,1
male,majority,high school,middle class,0.359096733,1,before 2015,1,0,10238,12000,sedan,0,0,3,30,13,0
female,majority,high school,middle class,0.714846021,1,after 2015,0,1,32765,10000,sedan,7,1,3,68,31,0
male,minority,none,poverty,0.289631653,0,after 2015,1,1,10238,,sedan,0,0,0,34,1,1
male,majority,university,middle class,,1,before 2015,1,1,10238,12000,sports car,1,0,1,37,19,1
female,majority,high school,poverty,0.277929013,0,before 2015,0,0,10238,17000,sedan,0,0,0,24,2,1
male,majority,high school,upper class,0.625984555,1,after 2015,1,1,10238,9000,sedan,5,0,4,54,27,0
female,majority,none,middle class,0.515842951,1,before 2015,0,1,10238,,sedan,0,0,0,45,4,1
male,majority,none,poverty,0.291217161,0,after 2015,0,0,10238,15000,sedan,0,0,0,22,4,0
male,majority,high school,middle class,0.458912036,1,after 2015,0,0,92101,16000,sedan,0,0,0,39,9,0
male,majority,university,middle class,0.499009124,1,before 2015,0,0,10238,13000,sedan,4,0,7,41,27,0
male,minority,university,upper class,0.520432184,1,before 2015,1,1,32765,5000,sedan,10,0,2,43,11,1
female,majority,high school,upper class,0.606053051,1,before 2015,0,1,32765,10000,sedan,1,1,0,38,11,0
male,majority,university,upper class,0.493034347,0,after 2015,1,1,10238,10000,sedan,3,0,4,55,29,0
male,majority,university,upper class,0.646844556,1,before 2015,0,1,32765,10000,sedan,4,1,0,33,11,0
male,majority,none,working class,0.352734746,0,before 2015,0,1,32765,12000,sedan,0,0,0,38,0,1
male,majority,university,middle class,0.359061702,1,before 2015,1,1,10238,8000,sedan,0,0,0,20,1,0
male,majority,university,working class,0.3877044,1,before 2015,0,1,32765,10000,sedan,0,0,0,18,4,0
male,majority,high school,upper class,0.681440775,1,before 2015,0,1,32765,10000,sedan,5,0,0,66,22,0
female,majority,high school,working class,0.301878474,1,before 2015,0,0,32765,8000,sedan,1,0,0,26,19,0
male,majority,high school,working class,0.379107303,0,after 2015,0,0,92101,12000,sedan,0,0,0,19,3,1
male,majority,university,upper class,0.424515128,1,after 2015,0,1,32765,13000,sedan,7,1,3,78,38,0
male,minority,university,upper class,0.414301681,1,before 2015,1,1,10238,,sedan,1,0,1,67,23,0
female,majority,high school,upper class,0.545691476,1,before 2015,1,1,32765,9000,sedan,4,0,0,63,11,0
female,majority,none,poverty,0.478258426,0,before 2015,0,1,32765,9000,sedan,2,0,0,26,13,0
male,majority,university,upper class,0.604790372,0,after 2015,1,1,10238,15000,sedan,0,0,3,33,10,0
female,majority,none,middle class,0.407669494,0,before 2015,0,1,32765,10000,sedan,3,0,1,62,27,0
male,majority,high school,upper class,0.678048255,1,after 2015,1,1,10238,10000,sedan,0,0,0,73,4,0
female,minority,none,working class,0.470239843,0,before 2015,0,1,32765,,sedan,2,0,0,29,12,1
female,majority,high school,upper class,0.655293217,1,before 2015,1,1,10238,13000,sports car,0,0,0,59,19,0
female,majority,none,poverty,0.364990986,0,before 2015,0,0,10238,,sedan,0,0,0,39,15,0
female,majority,high school,working class,0.563520097,1,before 2015,0,1,10238,12000,sedan,0,0,0,36,9,0
female,majority,none,poverty,0.346307721,0,before 2015,0,0,10238,16000,sedan,0,0,0,24,3,1
female,majority,university,upper class,0.646527841,1,before 2015,1,1,10238,9000,sedan,0,0,0,58,6,0
male,majority,university,upper class,,1,after 2015,0,1,10238,15000,sedan,4,0,3,54,20,0
male,majority,university,upper class,0.59635316,1,before 2015,1,0,32765,11000,sedan,0,0,0,56,0,1
female,majority,high school,middle class,0.584068009,0,before 2015,0,0,32765,,sedan,0,0,0,39,14,1
male,majority,university,upper class,0.583057083,1,after 2015,1,1,10238,12000,sedan,0,0,1,28,17,0
female,majority,high school,working class,0.521221563,1,after 2015,0,0,32765,13000,sedan,0,0,0,21,4,0
female,majority,high school,upper class,0.588802139,1,before 2015,1,1,10238,11000,sedan,2,0,2,67,23,0
male,majority,high school,middle class,0.505244184,1,before 2015,1,1,32765,9000,sedan,5,1,1,32,11,1
male,majority,university,upper class,0.552241161,1,before 2015,0,1,10238,,sedan,3,1,6,68,31,0
male,majority,university,upper class,,1,after 2015,1,1,10238,13000,sedan,0,0,0,78,4,0
male,majority,high school,upper class,0.666100074,0,after 2015,0,1,10238,,sedan,0,1,0,75,14,0
male,minority,university,upper class,0.78406835,1,before 2015,1,1,10238,8000,sedan,2,0,2,71,13,0
male,majority,high school,poverty,0.230032413,1,before 2015,0,1,10238,14000,sedan,2,0,1,26,12,0
female,majority,university,upper class,0.611830137,1,after 2015,1,1,10238,11000,sedan,0,0,0,51,0,0
male,majority,high school,middle class,0.43188167,1,before 2015,0,0,10238,15000,sedan,0,0,1,39,14,1
female,minority,none,poverty,0.457801401,0,before 2015,0,1,10238,12000,sedan,0,0,0,22,3,1
male,majority,university,middle class,0.44840829,1,after 2015,0,1,10238,12000,sedan,1,1,1,59,24,0
male,majority,high school,middle class,0.49511015,1,before 2015,1,1,10238,10000,sedan,5,0,2,74,27,0
male,majority,university,upper class,0.743968762,1,after 2015,1,1,10238,11000,sedan,3,0,1,56,29,0
female,majority,none,poverty,0.443185424,1,before 2015,1,1,32765,8000,sedan,0,0,0,37,9,0
male,majority,none,upper class,0.581998232,1,before 2015,1,1,10238,11000,sedan,0,1,0,64,10,0
female,majority,none,working class,0.517234013,0,before 2015,0,1,32765,9000,sedan,1,0,1,39,18,0
female,minority,high school,upper class,0.686834805,1,after 2015,1,1,10238,15000,sedan,0,0,0,74,9,0
male,majority,high school,upper class,0.657579808,1,before 2015,1,1,10238,11000,sedan,2,2,3,78,28,0
female,majority,none,poverty,0.403742119,1,before 2015,1,1,10238,13000,sedan,0,0,0,31,16,0
male,majority,high school,middle class,0.613389692,0,before 2015,0,0,10238,12000,sedan,0,0,0,28,3,1
female,minority,high school,middle class,0.64994012,1,before 2015,1,1,10238,13000,sedan,5,0,0,74,40,0
female,majority,high school,middle class,0.530373138,1,before 2015,1,1,10238,9000,sedan,0,0,0,33,7,1
female,minority,high school,working class,0.38115045,0,before 2015,1,1,10238,14000,sedan,0,0,0,19,3,1
female,majority,high school,poverty,0.519874573,0,before 2015,0,1,10238,,sedan,0,0,0,38,15,0
male,majority,university,upper class,0.514776489,1,before 2015,0,0,32765,12000,sedan,10,4,2,44,22,1
male,majority,university,upper class,0.636166501,1,after 2015,1,1,10238,14000,sedan,6,0,3,76,40,0
female,majority,university,working class,0.317883403,0,before 2015,1,0,32765,13000,sedan,0,0,0,28,18,0
female,majority,none,poverty,0.228864945,0,before 2015,0,0,32765,13000,sedan,0,0,0,25,4,1
male,majority,none,middle class,0.537910971,1,before 2015,1,1,10238,10000,sedan,1,0,5,54,13,0
female,majority,university,working class,0.364265511,0,before 2015,0,1,10238,,sedan,0,0,0,55,2,1
female,majority,high school,working class,0.513051345,0,after 2015,0,0,10238,16000,sedan,0,0,0,17,1,0
male,majority,university,upper class,0.633071231,1,after 2015,1,1,21217,9000,sedan,1,0,1,67,18,1
male,majority,university,upper class,0.555624683,1,after 2015,1,1,10238,10000,sedan,0,0,0,68,4,0
male,majority,university,middle class,0.518764641,1,before 2015,0,1,10238,16000,sedan,6,1,3,74,39,0
female,majority,university,upper class,0.52284358,1,before 2015,1,0,10238,14000,sedan,0,1,2,40,24,0
male,majority,high school,upper class,0.622066443,1,before 2015,1,1,10238,12000,sedan,3,0,2,73,29,0
female,majority,university,upper class,0.642527092,1,before 2015,1,1,10238,12000,sedan,1,0,1,60,23,0
male,minority,none,poverty,0.337590514,0,before 2015,1,1,32765,12000,sedan,4,0,0,36,11,1
male,minority,none,working class,0.319950572,1,before 2015,1,1,10238,13000,sports car,0,0,0,35,8,1
male,majority,university,middle class,0.608056074,1,after 2015,0,1,32765,9000,sedan,0,0,3,58,14,0
male,majority,university,middle class,0.683451172,0,before 2015,0,0,10238,15000,sedan,2,1,0,27,12,0
female,majority,high school,upper class,0.712022548,1,before 2015,0,0,32765,15000,sedan,0,0,0,33,6,1
female,majority,high school,poverty,0.429730579,0,before 2015,0,0,10238,17000,sedan,0,0,0,29,17,0
male,majority,high school,middle class,0.333393677,1,before 2015,1,0,10238,13000,sedan,1,0,1,38,18,0
male,majority,none,working class,0.366169799,1,before 2015,0,0,10238,14000,sedan,0,0,0,32,4,1
male,majority,university,working class,0.602460484,1,before 2015,0,1,10238,14000,sedan,0,0,0,30,9,0
female,majority,high school,middle class,0.664374684,1,after 2015,0,0,32765,,sedan,0,0,0,32,4,1
female,majority,high school,poverty,,0,before 2015,0,0,10238,16000,sedan,0,0,0,21,1,0
female,majority,none,working class,0.427373364,1,before 2015,0,1,32765,10000,sedan,3,0,0,40,12,0
female,majority,none,poverty,0.424731218,0,before 2015,0,0,10238,19000,sedan,1,0,0,36,15,1
female,majority,high school,working class,0.398508074,1,before 2015,1,0,10238,11000,sedan,0,0,0,18,1,0
female,majority,none,poverty,0.350298614,0,before 2015,1,1,10238,,sedan,0,0,0,16,9,1
male,majority,high school,middle class,0.436547666,1,before 2015,1,1,32765,10000,sedan,2,1,2,36,18,0
female,majority,high school,working class,0.384640372,0,before 2015,0,1,10238,11000,sedan,0,0,1,26,19,0
female,majority,none,working class,0.404005199,0,before 2015,0,1,10238,9000,sedan,0,0,0,25,0,0
female,majority,university,upper class,0.653114566,1,before 2015,0,0,32765,10000,sedan,0,0,0,17,6,1
female,majority,high school,working class,0.490724054,1,before 2015,0,0,10238,15000,sedan,0,0,0,17,3,1
male,majority,high school,working class,0.434465491,1,before 2015,0,0,10238,,sedan,0,0,0,18,9,1
female,majority,university,middle class,0.441195993,1,before 2015,0,0,32765,10000,sedan,0,0,0,19,3,0
male,majority,university,upper class,0.544228947,0,before 2015,1,1,32765,7000,sedan,12,0,6,59,28,0
male,majority,high school,upper class,0.749427817,1,after 2015,1,1,10238,9000,sedan,7,1,6,68,40,0
female,majority,high school,upper class,0.670572303,1,before 2015,0,1,32765,10000,sedan,0,0,0,32,2,1
female,majority,none,working class,0.686794998,1,before 2015,0,1,10238,13000,sedan,0,0,0,39,18,0
female,minority,university,upper class,,0,after 2015,1,1,32765,12000,sedan,0,1,1,78,13,0
female,majority,high school,working class,0.49406698,0,before 2015,0,1,92101,10000,sedan,2,1,0,28,11,0
male,majority,university,upper class,0.78969707,1,after 2015,1,1,32765,6000,sedan,4,0,1,65,15,0
male,majority,none,working class,0.35772906,1,before 2015,1,1,10238,8000,sports car,3,2,1,33,16,0
female,majority,high school,middle class,0.443200364,1,before 2015,1,1,10238,11000,sedan,0,0,0,36,14,0
female,majority,high school,poverty,0.383702615,0,before 2015,0,0,10238,17000,sedan,0,0,0,24,2,1
male,majority,high school,upper class,0.468382415,1,before 2015,1,1,10238,11000,sedan,1,0,7,57,20,0
male,majority,none,poverty,0.363515582,0,before 2015,0,1,10238,15000,sedan,0,0,2,27,12,1
male,majority,high school,poverty,0.452676559,0,before 2015,1,0,10238,12000,sedan,0,0,0,18,6,1
female,majority,university,upper class,0.544818375,0,after 2015,0,0,32765,10000,sedan,0,0,0,78,9,1
male,majority,university,upper class,,1,before 2015,0,1,10238,12000,sedan,1,3,2,50,22,0
female,majority,high school,upper class,0.758864049,1,before 2015,1,1,10238,13000,sedan,5,0,1,45,28,0
female,majority,high school,poverty,0.339739969,0,before 2015,0,0,32765,14000,sedan,1,0,0,27,16,1
female,majority,university,upper class,,1,after 2015,1,1,10238,11000,sedan,2,0,2,29,18,0
male,majority,high school,upper class,0.538600031,1,before 2015,1,1,10238,,sedan,1,0,2,35,15,0
female,majority,high school,upper class,0.529029505,0,after 2015,0,0,10238,16000,sedan,1,0,1,33,12,0
female,majority,high school,middle class,0.453868484,0,before 2015,0,1,32765,13000,sedan,0,0,0,33,4,0
male,majority,university,upper class,0.551589194,1,after 2015,0,1,10238,11000,sedan,1,0,0,36,16,0
male,majority,high school,upper class,0.58367167,1,after 2015,1,1,10238,13000,sedan,2,0,2,75,14,0
female,majority,none,working class,0.425372617,0,after 2015,1,1,10238,9000,sports car,2,0,1,58,10,0
female,majority,none,working class,0.428447378,1,before 2015,0,1,10238,11000,sedan,1,0,0,39,15,0
male,minority,none,middle class,,1,before 2015,0,1,10238,13000,sedan,0,0,3,57,12,0
female,majority,high school,working class,0.463909332,1,after 2015,0,0,32765,,sedan,0,0,0,21,7,0
female,majority,high school,upper class,0.77213039,1,before 2015,1,1,10238,10000,sedan,0,0,0,80,15,0
male,majority,university,upper class,0.514060292,1,before 2015,1,1,10238,10000,sedan,0,0,2,75,16,0
