ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
7248,male,high school,middle class,0.44339843,1,before 2015,0,1,92101,12000,sedan,1,3,47,16,1
7249,female,university,upper class,0.650547629,1,before 2015,1,1,10238,13000,sedan,0,0,43,16,0
7250,female,high school,upper class,0.734228752,1,after 2015,1,1,10238,10000,sports car,3,0,65,16,0
7251,female,university,upper class,0.75348636,0,before 2015,1,1,10238,10000,sedan,1,2,73,21,0
7252,female,university,upper class,0.698897349,0,before 2015,1,1,10238,14000,sedan,1,1,61,22,0
7253,male,university,middle class,0.601333223,0,before 2015,1,1,10238,11000,sedan,0,0,64,7,1
7254,female,high school,poverty,0.578305576,0,before 2015,0,1,92101,11000,sedan,0,0,23,2,1
7255,male,high school,upper class,0.722465271,1,after 2015,1,1,32765,9000,sedan,6,2,80,31,0
7256,female,university,middle class,,1,before 2015,0,0,10238,15000,sedan,0,0,24,8,1
7257,female,none,poverty,0.362858055,1,before 2015,0,1,10238,,sedan,0,0,16,1,1
7258,female,university,upper class,0.656726147,1,after 2015,1,1,32765,5000,sedan,3,1,53,28,0
7259,female,university,upper class,0.459010522,0,before 2015,1,1,92101,10000,sedan,1,0,68,13,0
7260,female,university,working class,0.49924731,0,before 2015,0,0,10238,17000,sedan,0,1,26,17,1
7261,female,high school,poverty,0.450598069,0,before 2015,0,1,32765,10000,sedan,0,0,23,1,1
7262,female,high school,middle class,0.459216894,1,before 2015,0,1,32765,,sedan,1,1,26,10,0
7263,female,high school,middle class,0.652224443,1,after 2015,0,1,10238,9000,sedan,0,0,30,3,0
7264,male,university,upper class,0.745952224,1,before 2015,1,1,10238,9000,sedan,2,3,48,25,0
7265,female,high school,working class,0.354979123,1,after 2015,0,1,10238,9000,sedan,0,0,16,6,0
7266,female,high school,upper class,,0,before 2015,0,1,32765,4000,sedan,1,1,51,25,0
7267,male,high school,upper class,0.720039794,1,after 2015,1,1,10238,8000,sedan,2,2,57,20,0
7268,female,high school,poverty,0.387315345,0,before 2015,0,1,10238,11000,sedan,0,0,20,7,1
7269,female,none,poverty,0.394403227,0,before 2015,0,0,10238,17000,sedan,0,0,23,2,1
7270,male,high school,poverty,0.060866616,1,before 2015,0,0,10238,12000,sedan,0,0,24,6,1
7271,female,high school,upper class,0.603817558,1,before 2015,1,1,32765,8000,sedan,5,3,80,39,0
7272,female,high school,poverty,0.307463118,0,before 2015,0,0,10238,12000,sedan,0,0,16,1,0
7273,female,high school,working class,0.59297463,0,before 2015,0,1,32765,10000,sedan,0,0,33,8,1
7274,male,none,working class,0.541735418,1,before 2015,0,0,32765,13000,sedan,1,1,28,17,1
7275,male,high school,poverty,0.327475866,0,before 2015,0,1,10238,13000,sedan,0,0,37,3,1
7276,male,university,upper class,0.638537185,1,before 2015,1,1,10238,8000,sports car,4,8,78,32,0
7277,male,none,poverty,0.39788572,0,before 2015,0,1,32765,,sedan,0,0,19,3,1
7278,male,high school,middle class,0.520761215,0,before 2015,1,1,10238,11000,sedan,0,1,35,14,0
7279,male,none,poverty,0.249944473,1,before 2015,0,0,10238,15000,sedan,0,0,24,6,1
7280,male,university,working class,0.424699894,1,before 2015,0,1,10238,16000,sedan,0,0,19,0,0
7281,female,university,upper class,0.576977325,1,before 2015,0,0,32765,14000,sedan,2,1,28,15,0
7282,female,university,upper class,0.625702105,1,after 2015,1,1,10238,10000,sedan,0,0,19,6,0
7283,male,university,upper class,0.646020544,1,after 2015,0,1,32765,9000,sedan,5,0,34,16,0
7284,male,high school,upper class,0.570293011,1,after 2015,1,0,10238,15000,sedan,0,0,65,9,0
7285,female,high school,upper class,0.661670292,1,before 2015,1,1,10238,10000,sedan,1,1,34,14,0
7286,female,high school,poverty,0.318317145,0,before 2015,0,0,10238,15000,sedan,0,0,20,0,0
7287,male,high school,upper class,0.620612665,1,before 2015,1,0,32765,10000,sedan,0,1,57,13,1
7288,male,university,upper class,0.659214949,1,after 2015,1,1,10238,9000,sedan,0,0,54,17,0
7289,male,none,poverty,0.346748256,1,before 2015,0,1,32765,9000,sedan,0,0,56,5,1
7290,female,high school,upper class,0.582421995,1,after 2015,1,1,10238,11000,sedan,2,1,43,21,0
7291,male,none,poverty,0.55278296,0,before 2015,1,1,32765,9000,sedan,5,0,40,26,0
7292,female,university,upper class,0.690269177,1,before 2015,1,1,10238,11000,sedan,1,1,59,10,0
7293,female,university,upper class,0.582892359,1,before 2015,1,1,10238,12000,sedan,2,3,47,23,0
7294,female,high school,middle class,,1,after 2015,1,1,32765,9000,sports car,2,1,26,13,0
7295,male,high school,upper class,,1,before 2015,1,1,32765,10000,sedan,4,0,42,21,0
7296,female,high school,working class,0.456182393,0,before 2015,1,1,10238,11000,sedan,0,0,18,4,0
7297,male,university,upper class,0.584347818,1,before 2015,1,1,10238,12000,sedan,2,5,73,30,0
7298,male,university,upper class,0.581129683,1,after 2015,1,1,10238,9000,sedan,5,1,56,17,0
7299,male,high school,middle class,0.375118694,1,before 2015,1,1,10238,,sedan,0,0,52,4,0
7300,female,university,upper class,0.493882233,1,before 2015,1,1,10238,14000,sedan,0,2,80,19,0
7301,female,none,working class,0.357545865,1,before 2015,1,1,32765,7000,sedan,0,0,21,6,1
7302,male,high school,poverty,0.319674259,0,before 2015,0,0,10238,13000,sedan,0,0,24,3,1
7303,male,university,upper class,0.691750109,0,before 2015,1,1,32765,8000,sedan,11,2,67,36,0
7304,male,university,middle class,,0,after 2015,1,0,10238,16000,sedan,1,0,48,15,1
7305,male,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,6,4,78,23,0
7306,male,high school,working class,0.294882495,0,before 2015,0,0,32765,10000,sedan,4,4,54,27,1
7307,male,high school,poverty,0.231135745,0,before 2015,1,0,92101,11000,sedan,0,0,23,7,1
7308,female,university,upper class,0.660227378,0,before 2015,1,0,10238,15000,sedan,0,0,64,4,1
7309,female,high school,working class,0.52113443,0,after 2015,1,1,10238,13000,sedan,1,0,37,15,0
7310,male,high school,poverty,0.296034784,0,before 2015,1,1,92101,,sedan,0,0,16,5,1
7311,female,high school,poverty,0.308103698,0,after 2015,0,1,32765,,sedan,0,0,22,7,1
7312,male,university,middle class,,1,after 2015,1,1,10238,9000,sedan,6,2,42,26,0
7313,female,none,working class,,1,before 2015,1,1,21217,14000,sports car,0,2,46,10,1
7314,male,university,working class,,1,before 2015,1,0,10238,12000,sedan,0,0,19,5,0
7315,male,high school,working class,0.534844466,1,before 2015,0,1,32765,14000,sedan,0,0,21,6,1
7316,female,university,upper class,0.505833844,1,before 2015,1,1,10238,13000,sedan,0,0,41,6,1
7317,female,none,working class,0.573094032,0,before 2015,1,1,32765,9000,sedan,3,1,55,29,0
7318,female,none,poverty,0.119144798,0,before 2015,1,0,10238,,sedan,0,0,24,7,1
7319,female,high school,middle class,0.445783361,0,before 2015,1,1,32765,11000,sedan,2,0,72,34,0
7320,female,none,poverty,0.330777194,0,before 2015,1,1,10238,13000,sedan,0,0,19,0,1
7321,male,university,upper class,0.610129185,1,after 2015,1,1,10238,13000,sedan,2,4,79,36,0
7322,female,none,upper class,0.524190617,1,before 2015,0,1,32765,,sedan,0,0,55,18,0
7323,female,high school,middle class,0.496958505,1,after 2015,0,1,32765,9000,sedan,5,1,75,37,0
7324,female,none,poverty,0.293258481,1,before 2015,0,1,10238,14000,sedan,0,0,18,0,0
7325,male,high school,middle class,,0,before 2015,0,1,10238,10000,sedan,0,0,32,8,1
7326,female,high school,upper class,0.649151585,1,after 2015,0,1,10238,9000,sedan,0,2,69,39,0
7327,male,high school,working class,0.470126168,1,before 2015,0,0,10238,12000,sedan,6,4,46,20,0
7328,female,none,middle class,0.502945179,0,after 2015,1,1,10238,,sedan,4,3,78,40,0
7329,female,high school,middle class,0.551338719,1,after 2015,0,0,10238,13000,sedan,0,0,28,19,0
7330,male,university,upper class,0.737481662,1,before 2015,0,0,10238,11000,sedan,2,7,48,22,0
7331,female,high school,upper class,0.662837998,1,before 2015,0,0,10238,14000,sedan,0,0,48,1,1
7332,female,university,middle class,0.532743577,0,before 2015,1,1,10238,16000,sedan,0,0,51,0,1
7333,male,none,poverty,0.324389662,1,before 2015,0,0,32765,,sedan,0,0,22,5,1
7334,female,none,middle class,0.50545564,1,after 2015,0,0,10238,14000,sedan,0,0,28,5,0
7335,male,high school,upper class,0.802274703,1,after 2015,0,1,10238,15000,sedan,3,1,50,28,0
7336,female,university,upper class,0.626820001,1,after 2015,1,1,10238,9000,sedan,0,0,75,9,0
7337,female,high school,upper class,0.626791818,1,after 2015,0,0,10238,18000,sedan,1,0,45,29,0
7338,female,none,poverty,0.43241251,1,before 2015,0,0,32765,12000,sedan,0,0,21,9,1
7339,male,none,working class,,0,before 2015,0,1,10238,10000,sedan,3,4,40,29,0
7340,male,none,poverty,,0,before 2015,0,0,10238,16000,sedan,3,3,41,24,0
7341,female,none,poverty,,1,after 2015,1,0,10238,11000,sedan,0,0,16,8,0
7342,male,university,upper class,0.45444692,1,before 2015,0,1,10238,15000,sedan,2,1,59,23,0
7343,male,high school,poverty,0.411157756,0,before 2015,0,0,10238,15000,sedan,0,0,20,5,1
7344,female,university,upper class,0.617223803,0,after 2015,1,1,32765,10000,sedan,4,3,49,29,0
7345,male,university,upper class,0.674117303,1,after 2015,1,0,10238,13000,sedan,1,1,48,20,0
7346,female,university,upper class,0.729716909,1,before 2015,0,1,10238,15000,sports car,0,1,44,22,0
7347,female,none,poverty,0.207649722,0,before 2015,1,1,10238,11000,sedan,0,0,36,2,1
7348,male,university,upper class,0.682229612,1,before 2015,0,1,10238,13000,sedan,4,2,58,27,0
7349,female,high school,poverty,0.380695143,0,before 2015,0,1,10238,10000,sedan,0,0,17,7,1
7350,male,none,poverty,0.355500923,0,before 2015,0,1,32765,12000,sports car,0,3,36,17,0
7351,female,high school,middle class,0.59388778,1,before 2015,0,1,10238,14000,sedan,1,0,27,16,0
7352,female,university,working class,0.341576921,0,before 2015,1,1,10238,10000,sedan,0,0,29,2,0
7353,female,high school,middle class,0.429717438,1,before 2015,0,1,10238,13000,sedan,0,0,33,17,0
7354,female,none,poverty,,1,before 2015,0,1,10238,13000,sedan,0,2,40,11,0
7355,female,university,middle class,,1,before 2015,0,1,10238,9000,sedan,0,0,29,14,0
7356,male,high school,upper class,0.581921605,1,before 2015,0,1,10238,12000,sedan,1,1,60,18,1
7357,female,high school,upper class,0.592841313,1,after 2015,0,0,10238,12000,sedan,0,0,42,27,0
7358,male,high school,upper class,0.668601972,1,before 2015,1,0,10238,17000,sports car,0,2,58,18,0
7359,female,high school,upper class,0.631235964,1,after 2015,1,1,10238,10000,sedan,1,2,40,20,0
7360,female,high school,upper class,0.632767434,1,after 2015,1,0,10238,8000,sedan,0,0,27,17,0
7361,male,university,upper class,0.480230471,1,before 2015,0,0,10238,15000,sports car,1,0,28,10,0
7362,male,high school,upper class,0.600312241,1,before 2015,1,1,10238,10000,sedan,0,3,45,15,0
7363,male,university,upper class,0.679418078,1,before 2015,1,1,32765,8000,sedan,11,4,77,35,0
7364,female,high school,middle class,0.545854967,1,before 2015,1,1,10238,11000,sedan,2,0,41,26,0
7365,female,none,upper class,,0,after 2015,0,1,10238,14000,sedan,0,0,54,13,0
7366,female,high school,upper class,0.561531032,1,before 2015,0,1,32765,11000,sedan,0,0,50,4,1
7367,male,university,upper class,0.7646901,0,before 2015,1,1,10238,11000,sports car,1,2,31,11,1
7368,male,high school,upper class,0.563811314,0,before 2015,1,0,10238,14000,sedan,0,0,44,3,1
7369,female,high school,upper class,0.665343329,1,before 2015,1,1,32765,12000,sedan,1,0,38,16,0
7370,female,high school,upper class,0.732247116,1,after 2015,1,0,10238,16000,sedan,0,3,74,16,0
7371,male,high school,middle class,0.447581724,0,before 2015,1,1,10238,10000,sedan,0,0,28,4,0
7372,female,none,poverty,0.421430059,0,before 2015,0,0,10238,16000,sedan,0,0,23,5,1
7373,female,university,poverty,0.343516473,1,before 2015,0,0,10238,17000,sedan,0,0,39,5,1
7374,female,university,upper class,0.657312135,0,after 2015,0,0,10238,13000,sedan,0,0,35,5,0
7375,female,high school,middle class,0.454680584,1,after 2015,0,1,32765,12000,sedan,0,0,33,17,0
7376,male,university,upper class,0.625467394,1,after 2015,1,1,92101,9000,sedan,4,2,77,36,0
7377,female,university,middle class,0.609169371,1,before 2015,0,0,10238,17000,sedan,0,0,18,4,0
7378,female,university,middle class,0.372405757,1,before 2015,0,1,10238,12000,sedan,1,0,64,14,0
7379,female,university,upper class,,1,after 2015,0,0,10238,14000,sedan,0,0,36,9,0
7380,female,university,middle class,0.481160766,1,after 2015,0,0,10238,17000,sedan,1,1,32,14,0
7381,male,university,upper class,0.610999309,1,before 2015,1,1,10238,12000,sedan,10,2,77,36,0
7382,male,university,upper class,0.47880471,0,before 2015,1,1,10238,9000,sedan,0,4,54,29,0
7383,female,high school,upper class,0.515251263,1,before 2015,1,1,10238,11000,sedan,2,2,75,19,0
7384,female,none,poverty,0.289299951,0,before 2015,0,1,10238,12000,sedan,2,1,37,15,0
7385,female,high school,upper class,0.677730468,1,before 2015,1,1,10238,12000,sedan,0,1,39,16,0
7386,male,high school,upper class,0.529565124,1,before 2015,1,1,10238,12000,sedan,3,4,68,30,0
7387,female,none,poverty,0.445251052,0,before 2015,1,1,10238,,sedan,0,0,28,0,1
7388,female,high school,working class,,1,before 2015,0,0,10238,12000,sedan,0,0,33,7,0
7389,female,university,upper class,0.708750559,1,after 2015,1,1,10238,8000,sedan,3,0,65,29,0
7390,male,high school,working class,0.554154335,0,before 2015,0,0,32765,,sedan,2,0,30,18,1
7391,female,university,upper class,0.758415066,1,before 2015,0,1,10238,,sedan,4,1,66,23,0
7392,female,university,upper class,0.727102184,1,after 2015,1,0,32765,10000,sedan,1,1,31,19,0
7393,female,university,middle class,0.559342617,0,after 2015,1,1,10238,12000,sedan,0,0,48,6,0
7394,female,high school,upper class,0.754504242,1,before 2015,1,1,32765,8000,sedan,0,2,53,11,0
7395,male,high school,upper class,0.67269927,1,before 2015,1,1,10238,12000,sports car,4,8,42,22,0
7396,male,high school,upper class,0.559654761,1,after 2015,1,1,10238,,sedan,1,2,79,40,0
7397,female,university,upper class,0.58121959,0,before 2015,1,1,32765,9000,sedan,4,0,70,13,1
7398,female,high school,middle class,0.558064803,1,before 2015,0,0,10238,15000,sedan,0,1,26,12,0
7399,male,university,poverty,0.370420864,0,before 2015,1,1,10238,12000,sedan,2,0,31,14,0
7400,male,university,upper class,0.569767145,1,after 2015,1,1,10238,12000,sedan,6,5,57,22,0
7401,female,university,upper class,0.664611264,1,before 2015,0,1,10238,12000,sedan,0,0,47,16,0
7402,female,university,upper class,0.727533129,1,before 2015,0,0,10238,14000,sedan,0,0,59,6,1
7403,male,university,upper class,0.472141244,1,before 2015,1,1,10238,11000,sedan,3,1,77,25,0
7404,male,high school,middle class,0.52147877,1,after 2015,0,1,32765,9000,sedan,0,0,41,1,1
7405,female,university,poverty,0.400781322,1,before 2015,1,1,10238,11000,sedan,0,0,32,16,0
7406,female,university,working class,0.488366203,1,before 2015,0,1,32765,11000,sedan,1,0,32,14,0
7407,female,high school,poverty,0.365298161,1,before 2015,0,0,10238,14000,sports car,0,0,20,4,0
7408,female,none,poverty,0.474120132,0,before 2015,0,0,10238,12000,sedan,0,0,27,18,1
7409,female,high school,working class,0.626571255,1,before 2015,0,1,10238,13000,sedan,1,0,34,15,0
7410,male,high school,middle class,0.66750902,1,before 2015,0,0,10238,14000,sedan,2,3,38,16,0
7411,female,high school,poverty,0.305582488,1,before 2015,0,1,10238,10000,sedan,3,0,47,22,0
7412,male,none,poverty,,0,before 2015,0,0,32765,10000,sedan,0,0,24,5,1
7413,male,university,upper class,0.60820792,0,before 2015,1,1,10238,12000,sedan,4,3,67,38,0
7414,female,none,poverty,0.362175827,0,before 2015,0,0,10238,14000,sedan,0,0,17,1,0
7415,male,university,upper class,,1,before 2015,0,1,10238,16000,sedan,0,1,26,15,0
7416,female,university,middle class,0.445239731,1,before 2015,0,0,10238,,sedan,0,0,21,9,0
7417,male,none,poverty,0.386406619,0,before 2015,0,0,32765,8000,sedan,0,0,25,1,1
7418,male,high school,upper class,0.560921767,1,after 2015,1,0,10238,15000,sedan,1,1,34,12,0
7419,male,high school,middle class,0.559981331,1,before 2015,1,1,32765,10000,sedan,3,1,36,11,0
7420,female,university,middle class,0.512278428,0,before 2015,1,1,10238,12000,sedan,0,0,25,1,0
7421,female,university,working class,0.427089491,0,after 2015,0,1,10238,14000,sedan,0,0,18,9,1
7422,male,none,working class,0.397637756,0,before 2015,1,1,10238,10000,sedan,0,0,23,5,1
7423,male,high school,upper class,0.506647875,1,before 2015,0,1,10238,17000,sedan,0,0,25,3,1
7424,female,university,upper class,0.694161229,1,after 2015,0,0,10238,13000,sedan,1,0,60,29,0
7425,male,university,middle class,0.514785453,0,before 2015,0,0,32765,18000,sedan,2,0,35,19,1
7426,female,university,upper class,0.609602084,1,before 2015,0,1,10238,12000,sedan,2,3,80,30,0
7427,female,university,upper class,0.578373653,1,before 2015,0,1,92101,10000,sedan,3,0,48,25,0
7428,male,university,working class,0.340278742,0,before 2015,0,0,32765,12000,sedan,4,2,34,11,1
7429,male,high school,middle class,0.482327621,1,before 2015,1,1,10238,9000,sedan,3,2,49,28,0
7430,male,none,middle class,0.568465708,1,before 2015,0,1,10238,13000,sedan,3,5,62,26,0
7431,female,university,upper class,,1,after 2015,0,1,10238,13000,sedan,0,0,46,6,0
7432,male,high school,upper class,0.647136481,1,before 2015,1,1,10238,12000,sedan,8,2,52,23,0
7433,female,university,upper class,0.585709481,0,after 2015,1,1,32765,,sedan,1,0,72,11,0
7434,female,high school,middle class,0.619483435,1,after 2015,1,1,10238,16000,sedan,0,0,31,13,0
7435,male,high school,poverty,0.320740435,0,before 2015,0,1,10238,10000,sedan,0,0,16,2,1
7436,male,high school,upper class,0.670647159,1,after 2015,1,0,10238,15000,sedan,0,0,30,5,0
7437,male,high school,upper class,0.761235243,1,before 2015,0,1,10238,13000,sedan,1,1,77,12,1
7438,male,university,upper class,0.546522215,1,before 2015,1,0,10238,9000,sedan,3,5,42,23,0
7439,female,none,middle class,0.487133471,1,before 2015,0,1,10238,13000,sedan,0,0,55,28,0
7440,male,high school,working class,0.447140322,1,before 2015,1,1,10238,11000,sedan,0,1,26,15,0
7441,female,none,upper class,0.388329413,1,before 2015,0,1,10238,10000,sedan,1,1,73,22,0
7442,female,high school,upper class,0.508662163,1,after 2015,1,1,10238,,sedan,0,0,79,1,0
7443,female,none,poverty,0.438476101,1,before 2015,0,0,10238,17000,sedan,0,0,24,7,1
7444,male,high school,upper class,0.528972461,1,before 2015,1,1,10238,10000,sedan,0,2,28,10,0
7445,female,high school,working class,0.242856647,1,before 2015,1,1,10238,11000,sedan,0,0,38,9,0
7446,male,university,middle class,0.418078784,1,after 2015,0,1,10238,12000,sedan,2,0,38,10,0
7447,male,none,upper class,0.544033667,0,before 2015,1,1,10238,9000,sedan,0,0,65,5,1
7448,male,high school,upper class,,1,after 2015,1,1,10238,10000,sedan,5,6,76,39,0
7449,male,university,upper class,0.48838408,1,before 2015,1,1,10238,12000,sedan,0,1,36,11,0
7450,female,university,upper class,0.553483109,1,after 2015,1,1,10238,10000,sedan,2,1,53,18,0
7451,male,high school,upper class,0.660539674,1,before 2015,1,1,32765,12000,sedan,1,0,72,17,1
7452,male,high school,poverty,0.244700282,0,after 2015,0,1,32765,13000,sedan,0,0,57,10,1
7453,female,university,upper class,0.745509019,1,before 2015,1,1,10238,10000,sedan,0,0,71,4,0
7454,female,high school,working class,0.546843044,0,before 2015,0,1,10238,9000,sedan,3,2,61,20,0
7455,male,university,working class,0.44647632,1,after 2015,0,1,10238,15000,sedan,0,0,39,4,0
7456,female,high school,middle class,0.575094736,1,before 2015,1,1,10238,,sedan,0,2,49,27,0
7457,female,none,poverty,0.329805025,1,before 2015,1,0,10238,10000,sedan,3,0,37,10,0
7458,male,university,middle class,,1,after 2015,0,1,10238,11000,sedan,0,2,39,18,0
7459,female,university,working class,0.503234621,0,after 2015,1,1,10238,10000,sedan,1,1,36,12,0
7460,female,high school,middle class,0.458119519,0,after 2015,0,1,10238,13000,sedan,0,0,63,12,1
7461,female,high school,upper class,0.612896776,1,after 2015,1,1,10238,13000,sedan,0,0,54,20,0
7462,female,none,poverty,0.380370592,0,before 2015,1,1,10238,9000,sedan,0,0,21,0,1
7463,male,university,upper class,0.832473626,0,before 2015,0,0,10238,16000,sedan,0,0,24,2,1
7464,female,none,working class,0.455110832,1,before 2015,0,0,32765,,sedan,0,0,26,8,1
7465,male,high school,working class,0.456998546,1,before 2015,0,1,10238,11000,sedan,0,2,37,15,0
7466,female,university,upper class,0.604119686,1,after 2015,1,1,10238,9000,sedan,0,0,43,2,0
7467,female,university,upper class,,1,after 2015,0,0,10238,15000,sedan,1,0,35,14,0
7468,female,high school,working class,0.401974412,1,before 2015,0,1,10238,15000,sports car,1,1,34,18,0
7469,male,university,upper class,0.500045987,1,before 2015,1,1,10238,12000,sedan,2,6,72,27,0
7470,female,none,poverty,0.274371854,0,before 2015,0,0,32765,10000,sedan,0,0,35,6,1
7471,female,university,upper class,0.615791039,1,after 2015,0,1,10238,20000,sedan,0,1,46,13,0
7472,male,none,middle class,0.465411594,1,before 2015,0,1,10238,14000,sedan,3,1,45,25,0
7473,female,high school,upper class,0.699202834,1,after 2015,1,0,10238,13000,sedan,2,1,55,20,0
7474,female,high school,middle class,0.57903571,1,after 2015,0,0,32765,14000,sedan,0,0,16,7,0
7475,female,university,upper class,0.695869825,0,after 2015,1,1,10238,9000,sedan,3,2,72,39,0
7476,female,none,poverty,,1,before 2015,0,0,32765,10000,sedan,3,1,29,13,0
7477,female,none,working class,0.602763004,1,after 2015,0,1,10238,13000,sedan,0,0,33,1,0
7478,female,high school,middle class,0.55354965,0,before 2015,0,1,92101,12000,sedan,0,0,25,1,1
7479,female,university,working class,0.428175277,1,before 2015,0,0,92101,,sedan,0,0,17,3,1
7480,male,high school,middle class,,1,before 2015,1,0,10238,13000,sedan,5,1,33,12,1
7481,male,university,middle class,0.577146396,1,before 2015,1,1,10238,11000,sedan,0,0,16,2,0
7482,male,university,upper class,0.63709547,1,before 2015,0,1,10238,12000,sedan,9,5,76,36,0
7483,female,high school,middle class,0.452453633,1,before 2015,1,1,10238,12000,sedan,1,0,53,27,0
7484,female,university,working class,0.282002829,0,before 2015,0,1,10238,14000,sedan,2,0,28,19,0
7485,female,high school,working class,0.506414608,0,before 2015,0,1,10238,10000,sedan,0,0,21,5,1
7486,male,none,poverty,0.236077871,1,before 2015,1,1,32765,8000,sedan,0,0,18,4,1
7487,male,high school,working class,0.30527798,1,before 2015,0,0,10238,14000,sedan,0,0,16,5,0
7488,female,university,upper class,,1,after 2015,1,1,10238,13000,sedan,0,0,32,0,0
7489,female,high school,working class,0.367017349,0,before 2015,1,1,10238,9000,sedan,2,2,27,14,0
7490,male,university,upper class,0.416284097,1,after 2015,0,1,32765,11000,sedan,7,2,45,20,0
7491,female,university,upper class,,1,after 2015,1,1,32765,5000,sedan,1,0,55,17,0
7492,male,university,middle class,,0,before 2015,1,1,10238,10000,sedan,3,4,70,39,0
7493,male,none,poverty,0.315534558,0,before 2015,0,0,10238,12000,sedan,0,0,25,2,1
7494,male,university,middle class,0.591306517,1,before 2015,1,0,10238,,sedan,1,1,31,19,0
7495,male,university,upper class,0.56004866,1,after 2015,0,1,10238,13000,sedan,3,0,60,26,0
7496,female,high school,upper class,0.651946463,0,before 2015,0,1,10238,13000,sedan,0,0,49,26,0
7497,male,high school,middle class,0.584818674,1,before 2015,1,1,10238,,sedan,0,2,56,19,0
7498,male,high school,poverty,0.307808718,0,before 2015,1,0,32765,,sedan,0,0,37,1,1
7499,female,university,middle class,0.418543511,1,before 2015,0,1,32765,12000,sedan,4,0,59,24,1
7500,male,university,upper class,0.482653317,1,after 2015,1,1,92101,11000,sedan,1,2,32,16,0
7501,male,university,poverty,,0,before 2015,0,1,10238,11000,sedan,0,0,24,8,1
7502,male,university,upper class,0.632220985,1,after 2015,1,1,10238,10000,sedan,4,4,71,23,0
7503,male,none,middle class,0.388318726,0,before 2015,1,1,32765,6000,sedan,0,0,76,8,1
7504,female,university,upper class,0.462917903,1,before 2015,0,1,92101,13000,sedan,0,0,61,9,1
7505,female,university,upper class,0.548920168,1,before 2015,1,1,10238,8000,sedan,1,6,69,34,0
7506,female,high school,working class,0.422661717,1,before 2015,0,1,10238,12000,sedan,0,0,24,5,0
7507,female,university,upper class,0.788963381,1,before 2015,1,1,10238,8000,sedan,0,2,34,13,0
7508,female,university,upper class,0.698731963,1,after 2015,1,1,10238,12000,sedan,0,1,28,16,0
7509,male,none,working class,0.451519742,0,before 2015,0,0,10238,13000,sedan,0,0,31,0,1
7510,male,university,working class,0.316471666,1,before 2015,0,0,10238,19000,sports car,1,0,28,18,0
7511,male,university,upper class,0.608480094,1,before 2015,1,1,32765,9000,sedan,0,0,22,6,0
7512,male,university,upper class,0.61927445,1,before 2015,0,0,32765,11000,sedan,0,0,31,1,1
7513,male,high school,poverty,0.21042838,0,before 2015,0,0,10238,15000,sedan,0,0,17,8,1
7514,female,none,middle class,0.51777488,0,before 2015,1,1,10238,8000,sedan,1,2,61,28,0
7515,male,high school,middle class,0.483954873,0,before 2015,1,1,10238,11000,sedan,0,0,53,1,1
7516,male,university,upper class,0.61322049,1,after 2015,1,1,10238,14000,sedan,0,3,63,21,0
7517,male,high school,middle class,0.566076072,1,before 2015,0,1,32765,11000,sedan,5,0,31,12,0
7518,female,high school,middle class,0.605075623,1,before 2015,1,0,10238,,sedan,3,2,29,19,0
7519,male,high school,working class,0.496002786,1,after 2015,0,1,10238,12000,sedan,2,1,29,19,0
7520,female,none,poverty,,0,before 2015,1,1,32765,5000,sedan,2,0,42,12,1
7521,male,high school,working class,0.222280527,0,after 2015,0,1,10238,16000,sedan,1,0,65,15,0
7522,female,none,working class,0.316776692,1,after 2015,0,1,92101,12000,sedan,3,2,53,24,0
7523,male,high school,middle class,0.587715657,1,after 2015,1,1,10238,13000,sedan,3,4,53,24,0
7524,male,high school,poverty,0.348921234,0,before 2015,0,1,32765,,sedan,0,0,25,7,1
7525,male,university,working class,0.589779347,1,before 2015,0,0,92101,18000,sedan,2,0,35,10,1
7526,female,high school,upper class,0.552470448,1,after 2015,1,1,10238,10000,sedan,4,8,74,38,0
7527,female,university,middle class,0.470368358,1,after 2015,0,0,10238,,sedan,0,0,27,2,0
7528,male,high school,upper class,0.731714658,1,after 2015,0,0,10238,12000,sedan,0,0,58,3,0
7529,female,high school,poverty,0.325744163,0,before 2015,0,0,32765,11000,sedan,0,0,21,3,0
7530,female,high school,upper class,0.566436937,0,before 2015,1,1,10238,10000,sedan,0,0,66,5,1
7531,female,none,poverty,0.345655623,0,before 2015,0,0,10238,15000,sports car,0,0,17,3,1
7532,female,high school,working class,0.574929021,1,before 2015,0,0,10238,15000,sedan,0,0,39,16,0
7533,female,high school,middle class,0.426459085,1,after 2015,1,1,10238,10000,sedan,1,2,35,12,0
7534,male,high school,middle class,0.506196045,1,before 2015,0,0,10238,13000,sedan,1,3,34,18,0
7535,female,none,poverty,0.305984174,1,before 2015,1,1,10238,9000,sedan,3,2,59,28,0
7536,male,high school,upper class,0.628868848,1,before 2015,0,1,10238,14000,sedan,2,4,66,37,0
7537,female,university,upper class,0.629561765,1,after 2015,0,1,32765,11000,sedan,0,0,59,1,0
